Index,Title,Available Brands,Link
19,Levomenthol + Thymol + Terpineol + Chlorobutanol,1,https://medex.com.bd/generics/2037/levomenthol-thymol-terpineol-chlorobutanol
0,Levomilnacipran Hydrochloride,2,https://medex.com.bd/generics/1881/levomilnacipran-hydrochloride
1,Levonorgestrel [Emergency contraceptive pill],8,https://medex.com.bd/generics/681/levonorgestrel-emergency-contraceptive-pill
2,Levosalbutamol (Oral),55,https://medex.com.bd/generics/683/levosalbutamol-oral
3,Levosalbutamol (Respirator preparation),5,https://medex.com.bd/generics/1319/levosalbutamol-respirator-preparation
4,Levosimendan,1,https://medex.com.bd/generics/2276/levosimendan
5,Levothyroxine Sodium,29,https://medex.com.bd/generics/1174/levothyroxine-sodium
6,Lidocaine + Adrenaline,3,https://medex.com.bd/generics/33/lidocaine-adrenaline
7,Lidocaine + Epinephrine,3,https://medex.com.bd/generics/1222/lidocaine-epinephrine
8,Lidocaine + Prilocaine,2,https://medex.com.bd/generics/684/lidocaine-prilocaine
9,Lidocaine Hydrochloride (Injection),9,https://medex.com.bd/generics/1630/lidocaine-hydrochloride-injection
10,Lidocaine Hydrochloride (Jelly),4,https://medex.com.bd/generics/1629/lidocaine-hydrochloride-jelly
11,Lidocaine Hydrochloride (Spray),3,https://medex.com.bd/generics/685/lidocaine-hydrochloride-spray
12,Lifitegrast,2,https://medex.com.bd/generics/1541/lifitegrast
13,Light kaolin + Silver sulfadiazine + Calcium gluconate + Butane propellant,1,https://medex.com.bd/generics/2101/light-kaolin-silver-sulfadiazine-calcium-gluconate-butane-propellant
14,Light liquid paraffin,1,https://medex.com.bd/generics/2378/light-liquid-paraffin
15,Light Liquid Paraffin + White Soft Paraffin + Glycerine,3,https://medex.com.bd/generics/1778/light-liquid-paraffin-white-soft-paraffin-glycerine
16,Linaclotide,2,https://medex.com.bd/generics/2145/linaclotide
17,Linagliptin,37,https://medex.com.bd/generics/687/linagliptin
18,Linagliptin + Metformin Hydrochloride,89,https://medex.com.bd/generics/1285/linagliptin-metformin-hydrochloride
19,Linezolid,53,https://medex.com.bd/generics/688/linezolid
0,Liposome + Perilla + Sodium Hyaluronate,1,https://medex.com.bd/generics/1623/liposome-perilla-sodium-hyaluronate
1,Liquid Paraffin + Benzalkonium Chloride + Chlorhexidine + Isopropyl Myristate,6,https://medex.com.bd/generics/2153/liquid-paraffin-benzalkonium-chloride-chlorhexidine-isopropyl-myristate
2,Liraglutide,1,https://medex.com.bd/generics/690/liraglutide
3,Lisinopril,6,https://medex.com.bd/generics/691/lisinopril
4,Lithium Carbonate,4,https://medex.com.bd/generics/692/lithium-carbonate
5,Lomefloxacin,18,https://medex.com.bd/generics/693/lomefloxacin
6,Loperamide + Simethicone,2,https://medex.com.bd/generics/2382/loperamide-simethicone
7,Loperamide Hydrochloride,5,https://medex.com.bd/generics/695/loperamide-hydrochloride
8,Lopinavir + Ritonavir,1,https://medex.com.bd/generics/1569/lopinavir-ritonavir
9,Loratadine,42,https://medex.com.bd/generics/696/loratadine
10,Loratadine + Pseudoephedrine,7,https://medex.com.bd/generics/697/loratadine-pseudoephedrine
11,Lorazepam,3,https://medex.com.bd/generics/698/lorazepam
12,Lorlatinib,1,https://medex.com.bd/generics/2067/lorlatinib
13,Lornoxicam,11,https://medex.com.bd/generics/2052/lornoxicam
14,Losartan Potassium,98,https://medex.com.bd/generics/699/losartan-potassium
15,Losartan Potassium + Hydrochlorothiazide,65,https://medex.com.bd/generics/550/losartan-potassium-hydrochlorothiazide
16,Loteprednol Etabonate,20,https://medex.com.bd/generics/1575/loteprednol-etabonate
17,Loteprednol Etabonate + Gatifloxacin,6,https://medex.com.bd/generics/1321/loteprednol-etabonate-gatifloxacin
18,Loteprednol Etabonate + Tobramycin,13,https://medex.com.bd/generics/700/loteprednol-etabonate-tobramycin
19,Lubiprostone,12,https://medex.com.bd/generics/702/lubiprostone
0,Luliconazole,24,https://medex.com.bd/generics/1473/luliconazole
1,Lurasidone Hydrochloride,13,https://medex.com.bd/generics/703/lurasidone-hydrochloride
2,Lurbinectedin,1,https://medex.com.bd/generics/2383/lurbinectedin
3,Lymecycline,1,https://medex.com.bd/generics/704/lymecycline
4,Lynestrenol,2,https://medex.com.bd/generics/705/lynestrenol
5,Lyophilized Bacterial Lysates,3,https://medex.com.bd/generics/1811/lyophilized-bacterial-lysates
6,Lyophilized bacterial lysates of E. coli,1,https://medex.com.bd/generics/2376/lyophilized-bacterial-lysates-of-e-coli
7,Macitentan,1,https://medex.com.bd/generics/2050/macitentan
8,Magaldrate,6,https://medex.com.bd/generics/706/magaldrate
9,Magaldrate + Simethicone,30,https://medex.com.bd/generics/707/magaldrate-simethicone
10,Magnesium Hydroxide,10,https://medex.com.bd/generics/708/magnesium-hydroxide
11,Magnesium Hydroxide + Liquid Paraffin,9,https://medex.com.bd/generics/689/magnesium-hydroxide-liquid-paraffin
12,Magnesium Oxide,7,https://medex.com.bd/generics/1853/magnesium-oxide
13,Magnesium Sulfate,5,https://medex.com.bd/generics/1551/magnesium-sulfate
14,Malic Acid + Benzoic acid + Salicylic acid,1,https://medex.com.bd/generics/2368/malic-acid-benzoic-acid-salicylic-acid
15,Mannitol,5,https://medex.com.bd/generics/711/mannitol
16,Maprotiline Hydrochloride,1,https://medex.com.bd/generics/712/maprotiline-hydrochloride
17,Mavacamten,7,https://medex.com.bd/generics/2224/mavacamten
18,Measles and Rubella,1,https://medex.com.bd/generics/713/measles-and-rubella
19,Mebendazole,17,https://medex.com.bd/generics/714/mebendazole
0,Mebeverine Hydrochloride,21,https://medex.com.bd/generics/715/mebeverine-hydrochloride
1,Mebhydrolin Napadisylate,7,https://medex.com.bd/generics/716/mebhydrolin-napadisylate
2,Meclizine + Pyridoxine,24,https://medex.com.bd/generics/718/meclizine-pyridoxine
3,Meclizine Hydrochloride,7,https://medex.com.bd/generics/717/meclizine-hydrochloride
4,Mecobalamin,19,https://medex.com.bd/generics/719/mecobalamin
5,Medroxyprogesterone Acetate (Injection),4,https://medex.com.bd/generics/720/medroxyprogesterone-acetate-injection
6,Medroxyprogesterone Acetate (Tablet),11,https://medex.com.bd/generics/1835/medroxyprogesterone-acetate-tablet
7,Mefenamic acid,19,https://medex.com.bd/generics/721/mefenamic-acid
8,Mefloquine,3,https://medex.com.bd/generics/723/mefloquine
9,Megestrol Acetate,22,https://medex.com.bd/generics/724/megestrol-acetate
10,Melatonin,3,https://medex.com.bd/generics/725/melatonin
11,Meloxicam,1,https://medex.com.bd/generics/726/meloxicam
12,Melphalan,1,https://medex.com.bd/generics/2167/melphalan
13,Memantine + Donepezil,11,https://medex.com.bd/generics/1658/memantine-donepezil
14,Memantine Hydrochloride,10,https://medex.com.bd/generics/727/memantine-hydrochloride
15,Meningococcal Polysaccharide Diphtheria Toxoid Conjugate Vaccine,1,https://medex.com.bd/generics/1557/meningococcal-polysaccharide-diphtheria-toxoid-conjugate-vaccine
16,Meningococcal Polysaccharide Vaccine,2,https://medex.com.bd/generics/728/meningococcal-polysaccharide-vaccine
17,Menthol + Thymol + Eucalyptol  + Methyl Salicylate,15,https://medex.com.bd/generics/448/menthol-thymol-eucalyptol-methyl-salicylate
18,Mercaptopurine,2,https://medex.com.bd/generics/730/mercaptopurine
19,Meropenem Trihydrate,84,https://medex.com.bd/generics/731/meropenem-trihydrate
0,Mesalazine [5-aminosalicylic acid],11,https://medex.com.bd/generics/4/mesalazine-5-aminosalicylic-acid
1,Mesna,5,https://medex.com.bd/generics/733/mesna
2,Metformin Hydrochloride,201,https://medex.com.bd/generics/734/metformin-hydrochloride
3,Methenamine Hippurate,3,https://medex.com.bd/generics/1848/methenamine-hippurate
4,Methimazole,5,https://medex.com.bd/generics/1870/methimazole
5,Methocarbamol,6,https://medex.com.bd/generics/1393/methocarbamol
6,Methotrexate,20,https://medex.com.bd/generics/739/methotrexate
7,Methoxsalen,2,https://medex.com.bd/generics/740/methoxsalen
8,Methoxy Polyethylene Glycol-Epoetin Beta,3,https://medex.com.bd/generics/741/methoxy-polyethylene-glycol-epoetin-beta
9,Methyl Salicylate + Menthol,19,https://medex.com.bd/generics/729/methyl-salicylate-menthol
10,Methyl Salicylate + Menthol + Camphor,11,https://medex.com.bd/generics/743/methyl-salicylate-menthol-camphor
11,Methyldopa,4,https://medex.com.bd/generics/744/methyldopa
12,Methylergonovine Maleate,2,https://medex.com.bd/generics/1482/methylergonovine-maleate
13,Methylphenidate Hydrochloride,2,https://medex.com.bd/generics/745/methylphenidate-hydrochloride
14,Methylprednisolone,36,https://medex.com.bd/generics/1323/methylprednisolone
15,Methylprednisolone Acetate,9,https://medex.com.bd/generics/746/methylprednisolone-acetate
16,Methylprednisolone Sodium Succinate,16,https://medex.com.bd/generics/747/methylprednisolone-sodium-succinate
17,Metoclopramide Hydrochloride,13,https://medex.com.bd/generics/748/metoclopramide-hydrochloride
18,Metolazone,1,https://medex.com.bd/generics/749/metolazone
19,Metoprolol Tartrate,21,https://medex.com.bd/generics/750/metoprolol-tartrate
0,Metronidazole,169,https://medex.com.bd/generics/751/metronidazole
1,Metronidazole + Miconazole Nitrate,1,https://medex.com.bd/generics/752/metronidazole-miconazole-nitrate
2,Metronidazole + Neomycin Sulphate + Polymyxin B + Nystatin,9,https://medex.com.bd/generics/753/metronidazole-neomycin-sulphate-polymyxin-b-nystatin
3,Micafungin Sodium,1,https://medex.com.bd/generics/2093/micafungin-sodium
4,Miconazole Nitrate,35,https://medex.com.bd/generics/754/miconazole-nitrate
5,Miconazole Nitrate + Hydrocortisone,17,https://medex.com.bd/generics/578/miconazole-nitrate-hydrocortisone
6,Miconazole Nitrate + Zinc Oxide + White Soft Paraffin,1,https://medex.com.bd/generics/2318/miconazole-nitrate-zinc-oxide-white-soft-paraffin
7,Midazolam,34,https://medex.com.bd/generics/756/midazolam
8,Mifepristone,2,https://medex.com.bd/generics/757/mifepristone
9,Mifepristone + Misoprostol,13,https://medex.com.bd/generics/758/mifepristone-misoprostol
10,Miglitol,2,https://medex.com.bd/generics/759/miglitol
11,Milnacipran Hydrochloride,3,https://medex.com.bd/generics/760/milnacipran-hydrochloride
12,Miltefosine,1,https://medex.com.bd/generics/1857/miltefosine
13,Minocycline Hydrochloride,3,https://medex.com.bd/generics/1601/minocycline-hydrochloride
14,Minoxidil,18,https://medex.com.bd/generics/761/minoxidil
15,Mirabegron,21,https://medex.com.bd/generics/762/mirabegron
16,Mirogabalin Besylate,61,https://medex.com.bd/generics/2194/mirogabalin-besylate
17,Mirtazapine,42,https://medex.com.bd/generics/763/mirtazapine
18,Misoprostol,14,https://medex.com.bd/generics/764/misoprostol
19,Mix of 5 Trace Elements,1,https://medex.com.bd/generics/2407/mix-of-5-trace-elements
0,Mix of 9 Trace Elements,1,https://medex.com.bd/generics/2406/mix-of-9-trace-elements
1,Mizolastine,3,https://medex.com.bd/generics/766/mizolastine
2,Molnupiravir,10,https://medex.com.bd/generics/1968/molnupiravir
3,Mometasone Furoate (Inhalation Capsule),1,https://medex.com.bd/generics/767/mometasone-furoate-inhalation-capsule
4,Mometasone Furoate (Nasal Spray),9,https://medex.com.bd/generics/1327/mometasone-furoate-nasal-spray
5,Mometasone Furoate (Topical),7,https://medex.com.bd/generics/1328/mometasone-furoate-topical
6,Mometasone Furoate + Formoterol Fumarate,5,https://medex.com.bd/generics/1791/mometasone-furoate-formoterol-fumarate
7,Mometasone Furoate + Olopatadine Hydrochloride,2,https://medex.com.bd/generics/2371/mometasone-furoate-olopatadine-hydrochloride
8,Monobasic Sodium Phosphate + Dibasic Sodium Phosphate,3,https://medex.com.bd/generics/1260/monobasic-sodium-phosphate-dibasic-sodium-phosphate
9,Monosemicarbazone Adrenochrome,2,https://medex.com.bd/generics/34/monosemicarbazone-adrenochrome
10,Monosulfiram,2,https://medex.com.bd/generics/774/monosulfiram
11,Montelukast Sodium,224,https://medex.com.bd/generics/768/montelukast-sodium
12,Morphine Sulfate,5,https://medex.com.bd/generics/775/morphine-sulfate
13,Moxifloxacin Hydrochloride (Injection),8,https://medex.com.bd/generics/1625/moxifloxacin-hydrochloride-injection
14,Moxifloxacin Hydrochloride (Ophthalmic),35,https://medex.com.bd/generics/1329/moxifloxacin-hydrochloride-ophthalmic
15,Moxifloxacin Hydrochloride (Tablet),32,https://medex.com.bd/generics/776/moxifloxacin-hydrochloride-tablet
16,Moxifloxacin Hydrochloride + Dexamethasone,17,https://medex.com.bd/generics/1447/moxifloxacin-hydrochloride-dexamethasone
17,Moxifloxacin Hydrochloride + Xanthan Gum,11,https://medex.com.bd/generics/1542/moxifloxacin-hydrochloride-xanthan-gum
18,Moxonidine,2,https://medex.com.bd/generics/1413/moxonidine
19,Mucopolysaccharide Polysulphate + Salicylic Acid,3,https://medex.com.bd/generics/2056/mucopolysaccharide-polysulphate-salicylic-acid
0,Multiple Micronutrient Supplements,2,https://medex.com.bd/generics/2133/multiple-micronutrient-supplements
1,Multivitamin,1,https://medex.com.bd/generics/2232/multivitamin
2,Multivitamin  [water soluble] + Normal Saline,3,https://medex.com.bd/generics/1660/multivitamin-water-soluble-normal-saline
3,Multivitamin [Adult preparation],4,https://medex.com.bd/generics/839/multivitamin-adult-preparation
4,Multivitamin [Pediatric preparation],11,https://medex.com.bd/generics/780/multivitamin-pediatric-preparation
5,Multivitamin [Vitamin B complex + Vitamin C],4,https://medex.com.bd/generics/1661/multivitamin-vitamin-b-complex-vitamin-c
6,Multivitamin [water & fat soluble] + 5% Dextrose,3,https://medex.com.bd/generics/1129/multivitamin-water-fat-soluble-5-dextrose
7,Multivitamin [water & fat soluble] + Normal Saline,1,https://medex.com.bd/generics/2233/multivitamin-water-fat-soluble-normal-saline
8,Multivitamin [water soluble] + 5% Dextrose,3,https://medex.com.bd/generics/2089/multivitamin-water-soluble-5-dextrose
9,Multivitamin & Multimineral,44,https://medex.com.bd/generics/777/multivitamin-multimineral
10,Multivitamin & Multimineral [A-Z for infanrs & childrens],2,https://medex.com.bd/generics/1203/multivitamin-multimineral-a-z-for-infanrs-childrens
11,Multivitamin & Multimineral [A-Z gold preparation],80,https://medex.com.bd/generics/781/multivitamin-multimineral-a-z-gold-preparation
12,Multivitamin & Multimineral [A-Z junior infusion preparation],1,https://medex.com.bd/generics/1583/multivitamin-multimineral-a-z-junior-infusion-preparation
13,Multivitamin & Multimineral [A-Z juniors syrup preparation],4,https://medex.com.bd/generics/784/multivitamin-multimineral-a-z-juniors-syrup-preparation
14,Multivitamin & Multimineral [A-Z silver preparation],35,https://medex.com.bd/generics/782/multivitamin-multimineral-a-z-silver-preparation
15,Multivitamin & Multimineral [A-Z syrup preparation],6,https://medex.com.bd/generics/783/multivitamin-multimineral-a-z-syrup-preparation
16,Multivitamin & Multimineral [A-Z teen boys preparation],4,https://medex.com.bd/generics/785/multivitamin-multimineral-a-z-teen-boys-preparation
17,Multivitamin & Multimineral [A-Z teen girls preparation],4,https://medex.com.bd/generics/786/multivitamin-multimineral-a-z-teen-girls-preparation
18,Multivitamin + 5% Amino acid,1,https://medex.com.bd/generics/2148/multivitamin-5-amino-acid
19,Multivitamin + Cod Liver Oil,56,https://medex.com.bd/generics/1130/multivitamin-cod-liver-oil
0,Multivitamin + L-Lysine,4,https://medex.com.bd/generics/840/multivitamin-l-lysine
1,Multivitamins & Multiminerals [A-Z prenatal preparation],5,https://medex.com.bd/generics/1202/multivitamins-multiminerals-a-z-prenatal-preparation
2,Mupirocin,32,https://medex.com.bd/generics/788/mupirocin
3,Mycophenolate Mofetil,5,https://medex.com.bd/generics/789/mycophenolate-mofetil
4,Mycophenolic acid,4,https://medex.com.bd/generics/1442/mycophenolic-acid
5,Myo-inositol,3,https://medex.com.bd/generics/607/myo-inositol
6,N-PEP-12,1,https://medex.com.bd/generics/2136/n-pep-12
7,Nab-Paclitaxel [Nanoparticle Albumin-Bound Paclitaxel],1,https://medex.com.bd/generics/1293/nab-paclitaxel-nanoparticle-albumin-bound-paclitaxel
8,Nabumetone,32,https://medex.com.bd/generics/1398/nabumetone
9,Naftidrofuryl Oxalate,2,https://medex.com.bd/generics/2034/naftidrofuryl-oxalate
10,Naftifine Hydrochloride,5,https://medex.com.bd/generics/1409/naftifine-hydrochloride
11,Naftopidil,0,https://medex.com.bd/generics/2447/naftopidil
12,Nalbuphine,12,https://medex.com.bd/generics/790/nalbuphine
13,Nalidixic Acid,9,https://medex.com.bd/generics/791/nalidixic-acid
14,Nandrolone Decanoate,4,https://medex.com.bd/generics/793/nandrolone-decanoate
15,Nandrolone Phenylpropionate,4,https://medex.com.bd/generics/1604/nandrolone-phenylpropionate
16,Naphazoline + Zinc Sulfate,2,https://medex.com.bd/generics/794/naphazoline-zinc-sulfate
17,Naphazoline Hydrochloride + Pheniramine Maleate,2,https://medex.com.bd/generics/1247/naphazoline-hydrochloride-pheniramine-maleate
18,Naproxen Sodium,120,https://medex.com.bd/generics/795/naproxen-sodium
19,Naproxen Sodium + Esomeprazole Magnesium,112,https://medex.com.bd/generics/432/naproxen-sodium-esomeprazole-magnesium
0,Natamycin,6,https://medex.com.bd/generics/796/natamycin
1,Nebivolol + Hydrochlorothiazide,6,https://medex.com.bd/generics/1448/nebivolol-hydrochlorothiazide
2,Nebivolol + Valsartan,1,https://medex.com.bd/generics/2315/nebivolol-valsartan
3,Nebivolol Hydrochloride,30,https://medex.com.bd/generics/798/nebivolol-hydrochloride
4,Nebulizer device,0,https://medex.com.bd/generics/2411/nebulizer-device
5,Nefopam Hydrochloride,3,https://medex.com.bd/generics/800/nefopam-hydrochloride
6,Nelfinavir,1,https://medex.com.bd/generics/801/nelfinavir
7,Neomycin Sulfate + Bacitracin Zinc,28,https://medex.com.bd/generics/103/neomycin-sulfate-bacitracin-zinc
8,Neomycin Sulfate + Bacitracin Zinc + Polymyxin B Sulfate,4,https://medex.com.bd/generics/102/neomycin-sulfate-bacitracin-zinc-polymyxin-b-sulfate
9,Neomycin Sulphate + Polymyxin B Sulphate + Pramoxine,1,https://medex.com.bd/generics/802/neomycin-sulphate-polymyxin-b-sulphate-pramoxine
10,Neostigmine Methylsulphate,5,https://medex.com.bd/generics/803/neostigmine-methylsulphate
11,Nepafenac,18,https://medex.com.bd/generics/804/nepafenac
12,Neratinib Maleate,2,https://medex.com.bd/generics/2320/neratinib-maleate
13,Netarsudil + Latanoprost,3,https://medex.com.bd/generics/1838/netarsudil-latanoprost
14,Netarsudil Dimesylate,2,https://medex.com.bd/generics/1928/netarsudil-dimesylate
15,Nicorandil,5,https://medex.com.bd/generics/806/nicorandil
16,Nicotinic Acid [Niacin],3,https://medex.com.bd/generics/805/nicotinic-acid-niacin
17,Nifedipine,3,https://medex.com.bd/generics/807/nifedipine
18,Nikethamide,1,https://medex.com.bd/generics/808/nikethamide
19,Nilotinib,4,https://medex.com.bd/generics/809/nilotinib
0,Nimodipine,2,https://medex.com.bd/generics/811/nimodipine
1,Nintedanib,8,https://medex.com.bd/generics/1644/nintedanib
2,Niraparib,5,https://medex.com.bd/generics/1858/niraparib
3,Nirmatrelvir + Ritonavir,5,https://medex.com.bd/generics/2027/nirmatrelvir-ritonavir
4,Nitazoxanide,72,https://medex.com.bd/generics/812/nitazoxanide
5,Nitrazepam,2,https://medex.com.bd/generics/813/nitrazepam
6,Nitrofurantoin,25,https://medex.com.bd/generics/814/nitrofurantoin
7,Nitrofurantoin + Nitrofurantoin Microcrystals,1,https://medex.com.bd/generics/1330/nitrofurantoin-nitrofurantoin-microcrystals
8,Nitroglycerin (IV Infusion),2,https://medex.com.bd/generics/1591/nitroglycerin-iv-infusion
9,Nitroglycerin (Ointment),2,https://medex.com.bd/generics/1305/nitroglycerin-ointment
10,Nitroglycerin (Sublingual Spray),10,https://medex.com.bd/generics/1589/nitroglycerin-sublingual-spray
11,Nitroglycerin (Sublingual Tablet),1,https://medex.com.bd/generics/1590/nitroglycerin-sublingual-tablet
12,Nitroglycerin (Tablet),20,https://medex.com.bd/generics/532/nitroglycerin-tablet
13,Nivolumab,4,https://medex.com.bd/generics/1809/nivolumab
14,Norepinephrine Tartrate,6,https://medex.com.bd/generics/816/norepinephrine-tartrate
15,Norethisterone Acetate,10,https://medex.com.bd/generics/817/norethisterone-acetate
16,Norgestrel [For breastfeeding mother],2,https://medex.com.bd/generics/1806/norgestrel-for-breastfeeding-mother
17,Norgestrel + Ethinyl Estradiol + Ferrous Fumarate,1,https://medex.com.bd/generics/440/norgestrel-ethinyl-estradiol-ferrous-fumarate
18,Nortriptyline,3,https://medex.com.bd/generics/818/nortriptyline
19,Nystatin,15,https://medex.com.bd/generics/819/nystatin
0,Obeticholic Acid,30,https://medex.com.bd/generics/1458/obeticholic-acid
1,Obinutuzumab,1,https://medex.com.bd/generics/1426/obinutuzumab
2,Ocrelizumab,1,https://medex.com.bd/generics/2393/ocrelizumab
3,Octreotide Acetate,5,https://medex.com.bd/generics/820/octreotide-acetate
4,Ofloxacin,9,https://medex.com.bd/generics/836/ofloxacin
5,Ofloxacin + Clotrimazole + Beclomethasone + Lidocaine,7,https://medex.com.bd/generics/1645/ofloxacin-clotrimazole-beclomethasone-lidocaine
6,Olanzapine,25,https://medex.com.bd/generics/821/olanzapine
7,Olaparib,14,https://medex.com.bd/generics/1399/olaparib
8,Olmesartan Medoxomil,71,https://medex.com.bd/generics/822/olmesartan-medoxomil
9,Olmesartan Medoxomil + Hydrochlorothiazide,33,https://medex.com.bd/generics/570/olmesartan-medoxomil-hydrochlorothiazide
10,Olopatadine Hydrochloride,63,https://medex.com.bd/generics/823/olopatadine-hydrochloride
11,Omalizumab,1,https://medex.com.bd/generics/824/omalizumab
12,Omarigliptin,14,https://medex.com.bd/generics/2200/omarigliptin
13,Omega-3 Acid Ethyl Esters,6,https://medex.com.bd/generics/835/omega-3-acid-ethyl-esters
14,Omeprazole,239,https://medex.com.bd/generics/825/omeprazole
15,Omeprazole (MUPS tablet),8,https://medex.com.bd/generics/1336/omeprazole-mups-tablet
16,Ondansetron,122,https://medex.com.bd/generics/827/ondansetron
17,Oral Cholera Vaccine,3,https://medex.com.bd/generics/828/oral-cholera-vaccine
18,Oral rehydration salt [flavore & glucose based],8,https://medex.com.bd/generics/352/oral-rehydration-salt-flavore-glucose-based
19,Oral rehydration salt [glucose based],39,https://medex.com.bd/generics/78/oral-rehydration-salt-glucose-based
0,Oral rehydration salt [rice based],6,https://medex.com.bd/generics/915/oral-rehydration-salt-rice-based
1,Oral rehydration salt [tasty],6,https://medex.com.bd/generics/2405/oral-rehydration-salt-tasty
2,Orlistat,12,https://medex.com.bd/generics/829/orlistat
3,Ornidazole,8,https://medex.com.bd/generics/830/ornidazole
4,Oseltamivir,3,https://medex.com.bd/generics/831/oseltamivir
5,Osimertinib,11,https://medex.com.bd/generics/1296/osimertinib
6,Ospemifene,3,https://medex.com.bd/generics/1859/ospemifene
7,Ossein Hydroyapatite,2,https://medex.com.bd/generics/2377/ossein-hydroyapatite
8,Oteseconazole,4,https://medex.com.bd/generics/2309/oteseconazole
9,Oxaliplatin,11,https://medex.com.bd/generics/832/oxaliplatin
10,Oxaprozin,1,https://medex.com.bd/generics/833/oxaprozin
11,Oxazepam,1,https://medex.com.bd/generics/1860/oxazepam
12,Oxcarbazepine,11,https://medex.com.bd/generics/842/oxcarbazepine
13,Oxiconazole Nitrate,4,https://medex.com.bd/generics/843/oxiconazole-nitrate
14,Oxybuprocaine Hydrochloride,3,https://medex.com.bd/generics/844/oxybuprocaine-hydrochloride
15,Oxymetazoline Hydrochloride (Cream),1,https://medex.com.bd/generics/1444/oxymetazoline-hydrochloride-cream
16,Oxymetazoline Hydrochloride (Nasal Preparation),40,https://medex.com.bd/generics/846/oxymetazoline-hydrochloride-nasal-preparation
17,Oxymorphone Hydrochloride,2,https://medex.com.bd/generics/847/oxymorphone-hydrochloride
18,Oxyphenonium Bromide,4,https://medex.com.bd/generics/849/oxyphenonium-bromide
19,Oxytetracycline,9,https://medex.com.bd/generics/851/oxytetracycline
0,Oxytetracycline + Polymixin B Sulphate,2,https://medex.com.bd/generics/853/oxytetracycline-polymixin-b-sulphate
1,Oxytocin,10,https://medex.com.bd/generics/854/oxytocin
2,Ozenoxacin,2,https://medex.com.bd/generics/1800/ozenoxacin
3,Paclitaxel,15,https://medex.com.bd/generics/855/paclitaxel
4,Padimate O + Avobenzone + Oxybenzone + Titanium dioxide,1,https://medex.com.bd/generics/95/padimate-o-avobenzone-oxybenzone-titanium-dioxide
5,Palbociclib,8,https://medex.com.bd/generics/1390/palbociclib
6,Paliperidone,5,https://medex.com.bd/generics/1371/paliperidone
7,Paliperidone Palmitate,3,https://medex.com.bd/generics/1555/paliperidone-palmitate
8,Palonosetron,46,https://medex.com.bd/generics/856/palonosetron
9,Pancreatin,5,https://medex.com.bd/generics/857/pancreatin
10,Pancreatin [High Lipase],3,https://medex.com.bd/generics/2312/pancreatin-high-lipase
11,Pancuronium Bromide,1,https://medex.com.bd/generics/858/pancuronium-bromide
12,Pantoprazole Sodium,157,https://medex.com.bd/generics/859/pantoprazole-sodium
13,Paracetamol,225,https://medex.com.bd/generics/860/paracetamol
14,Paracetamol + Caffeine,105,https://medex.com.bd/generics/861/paracetamol-caffeine
15,Paracetamol + Tramadol Hydrochloride,32,https://medex.com.bd/generics/862/paracetamol-tramadol-hydrochloride
16,Parecoxib,2,https://medex.com.bd/generics/1659/parecoxib
17,Paricalcitol,3,https://medex.com.bd/generics/863/paricalcitol
18,Paroxetine Hydrochloride,7,https://medex.com.bd/generics/864/paroxetine-hydrochloride
19,Pazopanib Hydrochloride,8,https://medex.com.bd/generics/865/pazopanib-hydrochloride
0,Pefloxacin Mesylate Dihydrate,4,https://medex.com.bd/generics/866/pefloxacin-mesylate-dihydrate
1,Pegfilgrastim [Pegylated Filgrastim],4,https://medex.com.bd/generics/867/pegfilgrastim-pegylated-filgrastim
2,Peginterferon alfa-2a [Pegylated Interferon alfa-2a],5,https://medex.com.bd/generics/868/peginterferon-alfa-2a-pegylated-interferon-alfa-2a
3,Pegylated Erythropoietin,2,https://medex.com.bd/generics/1665/pegylated-erythropoietin
4,Pembrolizumab,4,https://medex.com.bd/generics/1808/pembrolizumab
5,Pemetrexed,12,https://medex.com.bd/generics/870/pemetrexed
6,Pemirolast Potassium,2,https://medex.com.bd/generics/871/pemirolast-potassium
7,Penicillamine,2,https://medex.com.bd/generics/2424/penicillamine
8,Pentazocine,1,https://medex.com.bd/generics/872/pentazocine
9,Pentosan Polysulfate Sodium,3,https://medex.com.bd/generics/1861/pentosan-polysulfate-sodium
10,Pentoxifylline,3,https://medex.com.bd/generics/873/pentoxifylline
11,Perampanel,2,https://medex.com.bd/generics/1863/perampanel
12,Perindopril + Indapamide,11,https://medex.com.bd/generics/604/perindopril-indapamide
13,Perindopril Arginine,7,https://medex.com.bd/generics/875/perindopril-arginine
14,Perindopril Arginine + Amlodipine,3,https://medex.com.bd/generics/1468/perindopril-arginine-amlodipine
15,Peritoneal Dialysis solutions,1,https://medex.com.bd/generics/176/peritoneal-dialysis-solutions
16,Permethrin,33,https://medex.com.bd/generics/876/permethrin
17,Permethrin + Crotamiton,7,https://medex.com.bd/generics/305/permethrin-crotamiton
18,Pertuzumab,2,https://medex.com.bd/generics/1406/pertuzumab
19,Pertuzumab + Trastuzumab,2,https://medex.com.bd/generics/2394/pertuzumab-trastuzumab
0,Pethidine Hydrochloride,1,https://medex.com.bd/generics/877/pethidine-hydrochloride
1,Pheniramine Maleate,12,https://medex.com.bd/generics/878/pheniramine-maleate
2,Phenobarbital,12,https://medex.com.bd/generics/879/phenobarbital
3,Phenoxymethyl Penicillin [Penicillin V],29,https://medex.com.bd/generics/881/phenoxymethyl-penicillin-penicillin-v
4,Phenylephrine + Promethazine,2,https://medex.com.bd/generics/2146/phenylephrine-promethazine
